Site,Region,Year,yr,month,n_samples,As,Be,Cd,Cr,Mn,Ni,Pb,log_As,log_Be,log_Cd,log_Cr,log_Mn,log_Ni,log_Pb,Region_row_state
SantaBarb,SB_Vly,94.83333333,94,11,4,0.65,,0.305,2.333333333,11.33333333,2,8.333333333,-0.187086643,,-0.515700161,0.367976785,1.054357662,0.301029996,0.920818754,2304
SantaBarb,SB_Vly,94.91666667,94,12,2,0.7,,0.405,3,16,3.5,14.5,-0.15490196,,-0.392544977,0.477121255,1.204119983,0.544068044,1.161368002,2304
SantaBarb,SB_Vly,95,95,1,3,0.35,,0.29,2.333333333,10.33333333,1.333333333,6.333333333,-0.455931956,,-0.537602002,0.367976785,1.014240439,0.124938737,0.801632346,2304
SantaBarb,SB_Vly,95.08333333,95,2,3,0.333333333,,0.396666667,5,10,1,11,-0.477121255,,-0.401574293,0.698970004,1,0,1.041392685,2304
SantaBarb,SB_Vly,95.16666667,95,3,3,1.766666667,,0.576666667,5.333333333,25.33333333,6.333333333,10.66666667,0.247154615,,-0.239075152,0.726998728,1.403692338,0.801632346,1.028028724,2304
SantaBarb,SB_Vly,95.25,95,4,2,0.8,,0.225,1,14,1,4,-0.096910013,,-0.647817482,0,1.146128036,0,0.602059991,2304
SantaBarb,SB_Vly,95.33333333,95,5,3,0.433333333,,0.246666667,1,7,2,3.666666667,-0.363177902,,-0.607889535,0,0.84509804,0.301029996,0.56427143,2304
SantaBarb,SB_Vly,95.41666667,95,6,2,0.4,,0.16,1,8,2,4,-0.397940009,,-0.795880017,0,0.903089987,0.301029996,0.602059991,2304
SantaBarb,SB_Vly,95.5,95,7,6,0.4,,0.21,3,11,3,5.333333333,-0.397940009,,-0.677780705,0.477121255,1.041392685,0.477121255,0.726998728,2304
SantaBarb,SB_Vly,95.58333333,95,8,3,0.633333333,,0.236666667,2.666666667,12,2.333333333,6,-0.198367654,,-0.625862906,0.425968732,1.079181246,0.367976785,0.77815125,2304
SantaBarb,SB_Vly,95.66666667,95,9,2,0.45,,0.35,2,15,3,9,-0.346787486,,-0.455931956,0.301029996,1.176091259,0.477121255,0.954242509,2304
SantaBarb,SB_Vly,95.75,95,10,3,0.5,,0.336666667,2.333333333,16,3,5.333333333,-0.301029996,,-0.472799881,0.367976785,1.204119983,0.477121255,0.726998728,2304
SantaBarb,SB_Vly,95.83333333,95,11,2,1,,0.755,2,11.5,2.5,11,0,,-0.122053048,0.301029996,1.06069784,0.397940009,1.041392685,2304
SantaBarb,SB_Vly,95.91666667,95,12,4,0.966666667,,0.346666667,2.333333333,11.33333333,2,8.333333333,-0.014723257,,-0.460087915,0.367976785,1.054357662,0.301029996,0.920818754,2304
SantaBarb,SB_Vly,96,96,1,2,0.6,,0.275,2.5,9.5,2.5,8.5,-0.22184875,,-0.560667306,0.397940009,0.977723605,0.397940009,0.929418926,2304
SantaBarb,SB_Vly,96.08333333,96,2,3,0.7,,0.506666667,1,8,3.5,5,-0.15490196,,-0.295277667,0,0.903089987,0.544068044,0.698970004,2304
SantaBarb,SB_Vly,96.16666667,96,3,2,0.55,,0.37,2,8,2,6.5,-0.259637311,,-0.431798276,0.301029996,0.903089987,0.301029996,0.812913357,2304
SantaBarb,SB_Vly,96.25,96,4,3,,,,1.666666667,10.33333333,2.333333333,5.333333333,,,,0.22184875,1.014240439,0.367976785,0.726998728,2304
SantaBarb,SB_Vly,96.33333333,96,5,2,,,,3,13.5,3,8,,,,0.477121255,1.130333768,0.477121255,0.903089987,2304
SantaBarb,SB_Vly,96.41666667,96,6,2,,,,1.5,7.5,3.5,4.5,,,,0.176091259,0.875061263,0.544068044,0.653212514,2304
Simi_Vly,SB_Vly,85.5,85,7,7,1.65,0.05,1.125,4,26.66666667,3.333333333,71,0.217483944,-1.301029996,0.051152522,0.602059991,1.425968732,0.522878745,1.851258349,2304
Simi_Vly,SB_Vly,85.58333333,85,8,8,1.46,0.046,0.94,5,38.66666667,3,109.6666667,0.164352856,-1.337242168,-0.026872146,0.698970004,1.587336735,0.477121255,2.040074643,2304
Simi_Vly,SB_Vly,85.66666667,85,9,6,1.44,0.02,0.76,3,23.5,2,70.5,0.158362492,-1.698970004,-0.119186408,0.477121255,1.371067862,0.301029996,1.848189117,2304
Simi_Vly,SB_Vly,85.75,85,10,8,1.44,0.028,0.66,3.666666667,25.75,3,80.33333333,0.158362492,-1.552841969,-0.180456064,0.56427143,1.410777233,0.477121255,1.904895788,2304
Simi_Vly,SB_Vly,85.83333333,85,11,7,0.92,0.016,0.54,3,26.66666667,4.25,101.3333333,-0.036212173,-1.795880017,-0.26760624,0.477121255,1.425968732,0.62838893,2.005752329,2304
Simi_Vly,SB_Vly,85.91666667,85,12,7,1.4,0.006,0.54,2.166666667,18.33333333,2.166666667,80.66666667,0.146128036,-2.22184875,-0.26760624,0.335792102,1.263241435,0.335792102,1.906694111,2304
Simi_Vly,SB_Vly,86,86,1,7,0.94,0,1.4,2.5,19.5,3.5,107.5,-0.026872146,,0.146128036,0.397940009,1.290034611,0.544068044,2.031408464,2304
Simi_Vly,SB_Vly,86.08333333,86,2,8,0.7,0.008,1.06,2.333333333,14.33333333,2.333333333,58.66666667,-0.15490196,-2.096910013,0.025305865,0.367976785,1.156347201,0.367976785,1.768391413,2304
Simi_Vly,SB_Vly,86.16666667,86,3,5,0.5,0.006666667,0.533333333,2,12.5,2,72,-0.301029996,-2.176091259,-0.273001272,0.301029996,1.096910013,0.301029996,1.857332496,2304
Simi_Vly,SB_Vly,86.25,86,4,9,1.0125,0.02375,0.875,3,21.66666667,3.666666667,79.66666667,0.005395032,-1.624336386,-0.057991947,0.477121255,1.335792102,0.56427143,1.901276646,2304
Simi_Vly,SB_Vly,86.33333333,86,5,8,1.28,0.028,0.76,4,26,5,70,0.10720997,-1.552841969,-0.119186408,0.602059991,1.414973348,0.698970004,1.84509804,2304
Simi_Vly,SB_Vly,86.41666667,86,6,6,0.94,0.028,0.46,3.5,20.5,4,62.5,-0.026872146,-1.552841969,-0.337242168,0.544068044,1.311753861,0.602059991,1.795880017,2304
Simi_Vly,SB_Vly,86.5,86,7,8,0.74,0.022,0.54,3,21,4.666666667,57.66666667,-0.13076828,-1.657577319,-0.26760624,0.477121255,1.322219295,0.669006781,1.760924848,2304
Simi_Vly,SB_Vly,86.58333333,86,8,6,1.12,0.038,0.56,4.666666667,35,12.66666667,91.33333333,0.049218023,-1.420216403,-0.251811973,0.669006781,1.544068044,1.102662342,1.960629308,2304
Simi_Vly,SB_Vly,86.66666667,86,9,7,0.82,0.032,0.64,4.5,26.5,5.5,78.5,-0.086186148,-1.494850022,-0.193820026,0.653212514,1.423245874,0.740362689,1.894869657,2304
Simi_Vly,SB_Vly,86.75,86,10,8,0.72,0.014,0.6,4,24.33333333,6.333333333,112,-0.142667504,-1.853871964,-0.22184875,0.602059991,1.386201605,0.801632346,2.049218023,2304
Simi_Vly,SB_Vly,86.83333333,86,11,6,1.175,0.0125,0.525,3,23,4,60.5,0.070037867,-1.903089987,-0.279840697,0.477121255,1.361727836,0.602059991,1.781755375,2304
Simi_Vly,SB_Vly,86.91666667,86,12,7,2.92,0.006,1.28,2.333333333,24.66666667,4.833333333,119,0.465382851,-2.22184875,0.10720997,0.367976785,1.392110465,0.684246748,2.075546961,2304
Simi_Vly,SB_Vly,87,87,1,7,1,0.008,0.6,1.5,13.5,2.5,80,0,-2.096910013,-0.22184875,0.176091259,1.130333768,0.397940009,1.903089987,2304
Simi_Vly,SB_Vly,87.08333333,87,2,6,1,0.004,0.94,0.75,12.5,2,35,0,-2.397940009,-0.026872146,-0.124938737,1.096910013,0.301029996,1.544068044,2304
Simi_Vly,SB_Vly,87.16666667,87,3,8,1.22,0.008,0.74,1.75,13.75,2.5,57.25,0.086359831,-2.096910013,-0.13076828,0.243038049,1.138302698,0.397940009,1.757775491,2304
Simi_Vly,SB_Vly,87.25,87,4,6,0.9,0.024,0.72,2.666666667,28,2.833333333,55.33333333,-0.045757491,-1.619788758,-0.142667504,0.425968732,1.447158031,0.452297671,1.742986833,2304
Simi_Vly,SB_Vly,87.33333333,87,5,8,0.9,0.008,0.68,3,25.66666667,4.333333333,59,-0.045757491,-2.096910013,-0.167491087,0.477121255,1.40936947,0.636822098,1.770852012,2304
Simi_Vly,SB_Vly,87.41666667,87,6,7,0.7,0.016,1,3,18.5,3,37.5,-0.15490196,-1.795880017,0,0.477121255,1.267171728,0.477121255,1.574031268,2304
Simi_Vly,SB_Vly,87.5,87,7,8,0.78,0.024,0.44,3.666666667,24.66666667,4.333333333,43,-0.107905397,-1.619788758,-0.356547324,0.56427143,1.392110465,0.636822098,1.633468456,2304
Simi_Vly,SB_Vly,87.58333333,87,8,9,0.65,0.028333333,0.316666667,2,24,4.333333333,45.33333333,-0.187086643,-1.547702329,-0.499397649,0.301029996,1.380211242,0.636822098,1.656417654,2304
Simi_Vly,SB_Vly,87.66666667,87,9,6,1.48,0.028,0.84,3,34,5.5,76,0.170261715,-1.552841969,-0.075720714,0.477121255,1.531478917,0.740362689,1.880813592,2304
Simi_Vly,SB_Vly,87.75,87,10,4,2,0.05,1.4,3.333333333,26.33333333,5.333333333,60.33333333,0.301029996,-1.301029996,0.146128036,0.522878745,1.420505837,0.726998728,1.78055732,2304
Simi_Vly,SB_Vly,87.83333333,87,11,1,,,,2,19,3,84,,,,0.301029996,1.278753601,0.477121255,1.924279286,2304
Simi_Vly,SB_Vly,87.91666667,87,12,2,,,,0.75,7.5,0.75,34.5,,,,-0.124938737,0.875061263,-0.124938737,1.537819095,2304
Simi_Vly,SB_Vly,88,88,1,6,0.5,0,0.4,1.5,13.8,3.8,52.6,-0.301029996,,-0.397940009,0.176091259,1.139879086,0.579783597,1.720985744,2304
Simi_Vly,SB_Vly,88.08333333,88,2,5,0.7,0,1,1.25,15.75,1.75,30.75,-0.15490196,,0,0.096910013,1.197280558,0.243038049,1.48784512,2304
Simi_Vly,SB_Vly,88.16666667,88,3,5,,,,2.4,26.6,3,19.4,,,,0.380211242,1.424881637,0.477121255,1.28780173,2304
Simi_Vly,SB_Vly,88.25,88,4,5,,,,1.6,17.6,2.1,15.4,,,,0.204119983,1.245512668,0.322219295,1.187520721,2304
Simi_Vly,SB_Vly,88.33333333,88,5,6,0.5,0.02,0.6,2,21.2,3.6,25.8,-0.301029996,-1.698970004,-0.22184875,0.301029996,1.326335861,0.556302501,1.411619706,2304
Simi_Vly,SB_Vly,88.41666667,88,6,4,0.4,0.02,0.5,2,23.33333333,2.666666667,23.33333333,-0.397940009,-1.698970004,-0.301029996,0.301029996,1.367976785,0.425968732,1.367976785,2304
Simi_Vly,SB_Vly,88.5,88,7,1,0.7,0.02,0.7,,,,,-0.15490196,-1.698970004,-0.15490196,,,,,2304
Simi_Vly,SB_Vly,88.58333333,88,8,1,0.6,0.02,1.1,,,,,-0.22184875,-1.698970004,0.041392685,,,,,2304
Simi_Vly,SB_Vly,88.66666667,88,9,1,1,0.03,0.7,,,,,0,-1.522878745,-0.15490196,,,,,2304
Simi_Vly,SB_Vly,88.75,88,10,6,1.1,0.02,1.1,3.6,29.4,6,36.4,0.041392685,-1.698970004,0.041392685,0.556302501,1.46834733,0.77815125,1.561101384,2304
Simi_Vly,SB_Vly,88.83333333,88,11,5,0.9,0.02,0.6,1.25,14.25,4,17,-0.045757491,-1.698970004,-0.22184875,0.096910013,1.153814864,0.602059991,1.230448921,2304
Simi_Vly,SB_Vly,88.91666667,88,12,6,1.2,0,0.8,1.1,7.4,1.7,14.6,0.079181246,,-0.096910013,0.041392685,0.86923172,0.230448921,1.164352856,2304
Simi_Vly,SB_Vly,89,89,1,5,0.7,0,0.6,1.125,11.75,1.875,18.5,-0.15490196,,-0.22184875,0.051152522,1.070037867,0.273001272,1.267171728,2304
Simi_Vly,SB_Vly,89.08333333,89,2,6,0.4,0,0.4,1.5,11.4,2.8,17,-0.397940009,,-0.397940009,0.176091259,1.056904851,0.447158031,1.230448921,2304
Simi_Vly,SB_Vly,89.16666667,89,3,6,0.6,0,0.5,1.2,15.8,2.8,18.4,-0.22184875,,-0.301029996,0.079181246,1.198657087,0.447158031,1.264817823,2304
Simi_Vly,SB_Vly,89.25,89,4,5,0.4,0.02,0.4,2.25,19.5,3.5,18.5,-0.397940009,-1.698970004,-0.397940009,0.352182518,1.290034611,0.544068044,1.267171728,2304
Simi_Vly,SB_Vly,89.33333333,89,5,6,0.6,0.02,0.5,2.6,18.8,2.6,16.4,-0.22184875,-1.698970004,-0.301029996,0.414973348,1.274157849,0.414973348,1.214843848,2304
Simi_Vly,SB_Vly,89.41666667,89,6,6,1.1,0.03,1,2.4,24.8,3.8,21,0.041392685,-1.522878745,0,0.380211242,1.394451681,0.579783597,1.322219295,2304
Simi_Vly,SB_Vly,89.5,89,7,6,1,0.03,1.1,3,24.2,6,19.4,0,-1.522878745,0.041392685,0.477121255,1.383815366,0.77815125,1.28780173,2304
Simi_Vly,SB_Vly,89.58333333,89,8,6,0.7,0.04,0.9,2.8,25.6,4.4,22.2,-0.15490196,-1.397940009,-0.045757491,0.447158031,1.408239965,0.643452676,1.346352974,2304
Simi_Vly,SB_Vly,89.66666667,89,9,5,,,,3.6,29.8,3.4,24,,,,0.556302501,1.474216264,0.531478917,1.380211242,2304
Simi_Vly,SB_Vly,89.75,89,10,5,,,,3.2,31.2,3.4,27.2,,,,0.505149978,1.494154594,0.531478917,1.434568904,2304
Simi_Vly,SB_Vly,89.83333333,89,11,5,0.6,0,0.4,1.75,13.75,7.625,15.25,-0.22184875,,-0.397940009,0.243038049,1.138302698,0.882239848,1.183269844,2304
Simi_Vly,SB_Vly,89.91666667,89,12,6,0.8,0.02,0.3,1.3,11,2.3,10,-0.096910013,-1.698970004,-0.522878745,0.113943352,1.041392685,0.361727836,1,2304
Simi_Vly,SB_Vly,90,90,1,5,1,0.025,1.15,2.125,16,4.75,24.75,0,-1.602059991,0.06069784,0.327358934,1.204119983,0.67669361,1.393575203,2304
Simi_Vly,SB_Vly,90.08333333,90,2,4,0.8,0.025,0.5,2,10.25,1.375,14.25,-0.096910013,-1.602059991,-0.301029996,0.301029996,1.010723865,0.138302698,1.153814864,2304
Simi_Vly,SB_Vly,90.16666667,90,3,5,0.7,0.02,0.6,1.666666667,16.66666667,3.666666667,15.66666667,-0.15490196,-1.698970004,-0.22184875,0.22184875,1.22184875,0.56427143,1.194976603,2304
Simi_Vly,SB_Vly,90.25,90,4,5,0.5,0.023333333,0.333333333,2.5,20.5,4,11,-0.301029996,-1.632023215,-0.477121255,0.397940009,1.311753861,0.602059991,1.041392685,2304
Simi_Vly,SB_Vly,90.33333333,90,5,5,0.45,0.035,0.25,2.166666667,16.33333333,5,13.66666667,-0.346787486,-1.455931956,-0.602059991,0.335792102,1.213074825,0.698970004,1.135662602,2304
Simi_Vly,SB_Vly,90.41666667,90,6,5,0.733333333,0.043333333,0.7,1.5,17,3.5,11,-0.134698574,-1.363177902,-0.15490196,0.176091259,1.230448921,0.544068044,1.041392685,2304
Simi_Vly,SB_Vly,90.5,90,7,3,0.866666667,0.04,0.133333333,4.666666667,28.33333333,5.666666667,18.33333333,-0.062147907,-1.397940009,-0.875061263,0.669006781,1.452297671,0.753327667,1.263241435,2304
Simi_Vly,SB_Vly,90.58333333,90,8,2,0.9,0.045,0.15,3.5,24.5,4,10.5,-0.045757491,-1.346787486,-0.823908741,0.544068044,1.389166084,0.602059991,1.021189299,2304
Simi_Vly,SB_Vly,90.66666667,90,9,3,1.066666667,0.05,0.1,4.333333333,33,4.666666667,28.33333333,0.028028724,-1.301029996,-1,0.636822098,1.51851394,0.669006781,1.452297671,2304
Simi_Vly,SB_Vly,90.75,90,10,2,1.6,0.065,0.35,4,44.5,3,26,0.204119983,-1.187086643,-0.455931956,0.602059991,1.648360011,0.477121255,1.414973348,2304
Simi_Vly,SB_Vly,90.83333333,90,11,3,1,0.03,0.3,3,38,4.333333333,24,0,-1.522878745,-0.522878745,0.477121255,1.579783597,0.636822098,1.380211242,2304
Simi_Vly,SB_Vly,90.91666667,90,12,4,0.325,0.03,0.475,2.666666667,24.33333333,2.333333333,6.666666667,-0.488116639,-1.522878745,-0.32330639,0.425968732,1.386201605,0.367976785,0.823908741,2304
Simi_Vly,SB_Vly,91,91,1,2,0.6,0.01,0.45,4,27,5,32,-0.22184875,-2,-0.346787486,0.602059991,1.431363764,0.698970004,1.505149978,2304
Simi_Vly,SB_Vly,91.08333333,91,2,2,1,0.03,0.3,3.5,22.5,10,24,0,-1.522878745,-0.522878745,0.544068044,1.352182518,1,1.380211242,2304
Simi_Vly,SB_Vly,91.16666667,91,3,4,0.3,0.006666667,0.133333333,1,8.666666667,1,14.66666667,-0.522878745,-2.176091259,-0.875061263,0,0.937852093,0,1.166331422,2304
Simi_Vly,SB_Vly,91.25,91,4,3,0.6,0.033333333,0.433333333,3.333333333,30,4.666666667,34,-0.22184875,-1.477121255,-0.363177902,0.522878745,1.477121255,0.669006781,1.531478917,2304
Simi_Vly,SB_Vly,91.33333333,91,5,2,0.2,0.025,0.35,3,21.5,6,46.5,-0.698970004,-1.602059991,-0.455931956,0.477121255,1.33243846,0.77815125,1.667452953,2304
Simi_Vly,SB_Vly,91.41666667,91,6,4,0.433333333,0.033333333,0.266666667,2.333333333,26,4,19.33333333,-0.363177902,-1.477121255,-0.574031268,0.367976785,1.414973348,0.602059991,1.286306739,2304
Simi_Vly,SB_Vly,91.5,91,7,2,0.2,0.01,0.45,3,21,4,13,-0.698970004,-2,-0.346787486,0.477121255,1.322219295,0.602059991,1.113943352,2304
Simi_Vly,SB_Vly,91.58333333,91,8,3,0.2,0.006666667,0.233333333,3,22.33333333,4,29,-0.698970004,-2.176091259,-0.632023215,0.477121255,1.348953548,0.602059991,1.462397998,2304
Simi_Vly,SB_Vly,91.66666667,91,9,3,0.55,0.015,0.5,2,15,2.5,9,-0.259637311,-1.823908741,-0.301029996,0.301029996,1.176091259,0.397940009,0.954242509,2304
Simi_Vly,SB_Vly,91.75,91,10,3,,,,5.333333333,34.66666667,4.333333333,20,,,,0.726998728,1.539912085,0.636822098,1.301029996,2304
Simi_Vly,SB_Vly,91.83333333,91,11,2,,,,2.5,22.5,3.5,14,,,,0.397940009,1.352182518,0.544068044,1.146128036,2304
Simi_Vly,SB_Vly,91.91666667,91,12,3,,,,3.666666667,17.66666667,1.333333333,15.33333333,,,,0.56427143,1.247154615,0.124938737,1.185636577,2304
Simi_Vly,SB_Vly,92.08333333,92,2,1,,,,1,7,1,2,,,,0,0.84509804,0,0.301029996,2304
Simi_Vly,SB_Vly,92.16666667,92,3,3,,,,1,6,1,7,,,,0,0.77815125,0,0.84509804,2304
Simi_Vly,SB_Vly,92.25,92,4,1,,,,1,10,2,9,,,,0,1,0.301029996,0.954242509,2304
Simi_Vly,SB_Vly,92.33333333,92,5,3,,,,2.666666667,17,3,8.666666667,,,,0.425968732,1.230448921,0.477121255,0.937852093,2304
Simi_Vly,SB_Vly,92.41666667,92,6,3,,,,2,16,1,4,,,,0.301029996,1.204119983,0,0.602059991,2304
Simi_Vly,SB_Vly,92.5,92,7,3,,,,3.333333333,22.33333333,3.333333333,16,,,,0.522878745,1.348953548,0.522878745,1.204119983,2304
Simi_Vly,SB_Vly,92.58333333,92,8,2,,,,3,22,3,10,,,,0.477121255,1.342422681,0.477121255,1,2304
Simi_Vly,SB_Vly,92.66666667,92,9,3,,,,5.333333333,29.33333333,4.333333333,12.33333333,,,,0.726998728,1.467361417,0.636822098,1.091080469,2304
Simi_Vly,SB_Vly,92.75,92,10,2,,,,5,30,5.5,19.5,,,,0.698970004,1.477121255,0.740362689,1.290034611,2304
Simi_Vly,SB_Vly,92.83333333,92,11,3,,,,1.333333333,10.33333333,1,4.333333333,,,,0.124938737,1.014240439,0,0.636822098,2304
Simi_Vly,SB_Vly,92.91666667,92,12,2,,,,1.5,5,1,6,,,,0.176091259,0.698970004,0,0.77815125,2304
Simi_Vly,SB_Vly,93,93,1,3,0.533333333,0,0.31,1,3,1,5.333333333,-0.273001272,,-0.508638306,0,0.477121255,0,0.726998728,2304
Simi_Vly,SB_Vly,93.08333333,93,2,2,0.55,0,0.26,2.5,8.5,1.5,8.5,-0.259637311,,-0.585026652,0.397940009,0.929418926,0.176091259,0.929418926,2304
Simi_Vly,SB_Vly,93.16666667,93,3,3,0.366666667,0,0.196666667,1.666666667,7.666666667,1,5.666666667,-0.43572857,,-0.706269243,0.22184875,0.884606581,0,0.753327667,2304
Simi_Vly,SB_Vly,93.25,93,4,3,0.5,0.015,0.165,2.5,14,1.5,5,-0.301029996,-1.823908741,-0.782516056,0.397940009,1.146128036,0.176091259,0.698970004,2304
Simi_Vly,SB_Vly,93.33333333,93,5,3,0.433333333,0.01,0.163333333,2.666666667,19.66666667,2.333333333,6.666666667,-0.363177902,-2,-0.786925175,0.425968732,1.293730757,0.367976785,0.823908741,2304
Simi_Vly,SB_Vly,93.41666667,93,6,3,0.5,0.006666667,0.226666667,3.333333333,18.66666667,3.333333333,8,-0.301029996,-2.176091259,-0.644612342,0.522878745,1.271066772,0.522878745,0.903089987,2304
Simi_Vly,SB_Vly,93.5,93,7,2,0.45,0.01,0.17,3,15,3.5,7.5,-0.346787486,-2,-0.769551079,0.477121255,1.176091259,0.544068044,0.875061263,2304
Simi_Vly,SB_Vly,93.58333333,93,8,5,0.566666667,0.03,0.22,5.666666667,28.33333333,4,10.33333333,-0.246672333,-1.522878745,-0.657577319,0.753327667,1.452297671,0.602059991,1.014240439,2304
Simi_Vly,SB_Vly,93.66666667,93,9,2,0.7,0.035,0.235,3.5,26,3,11,-0.15490196,-1.455931956,-0.628932138,0.544068044,1.414973348,0.477121255,1.041392685,2304
Simi_Vly,SB_Vly,93.75,93,10,6,0.533333333,0.01,0.403333333,5,27,4.333333333,17.66666667,-0.273001272,-2,-0.394335884,0.698970004,1.431363764,0.636822098,1.247154615,2304
Simi_Vly,SB_Vly,93.83333333,93,11,2,0.65,0,0.31,4,24,4,17,-0.187086643,,-0.508638306,0.602059991,1.380211242,0.602059991,1.230448921,2304
Simi_Vly,SB_Vly,93.91666667,93,12,4,0.533333333,0,0.303333333,1,5.75,1,2.75,-0.273001272,,-0.518079862,0,0.759667845,0,0.439332694,2304
Simi_Vly,SB_Vly,94,94,1,2,0.5,,0.28,,,,,-0.301029996,,-0.552841969,,,,,2304
Simi_Vly,SB_Vly,94.08333333,94,2,4,0.7,,0.256666667,1,5,1,4,-0.15490196,,-0.59063053,0,0.698970004,0,0.602059991,2304
Simi_Vly,SB_Vly,94.16666667,94,3,3,2.35,,0.17,1.333333333,8.333333333,2.333333333,7,0.371067862,,-0.769551079,0.124938737,0.920818754,0.367976785,0.84509804,2304
Simi_Vly,SB_Vly,94.25,94,4,3,0.5,,0.17,3.666666667,19.33333333,4,13.33333333,-0.301029996,,-0.769551079,0.56427143,1.286306739,0.602059991,1.124938737,2304
Simi_Vly,SB_Vly,94.33333333,94,5,2,0.35,,0.105,1,8,1.5,4.5,-0.455931956,,-0.978810701,0,0.903089987,0.176091259,0.653212514,2304
Simi_Vly,SB_Vly,94.41666667,94,6,3,0.666666667,,0.25,4.333333333,24,3.666666667,10,-0.176091259,,-0.602059991,0.636822098,1.380211242,0.56427143,1,2304
Simi_Vly,SB_Vly,94.5,94,7,3,0.533333333,,0.19,2.333333333,20,3.666666667,8.666666667,-0.273001272,,-0.721246399,0.367976785,1.301029996,0.56427143,0.937852093,2304
Simi_Vly,SB_Vly,94.58333333,94,8,3,0.533333333,,0.263333333,3,26,3,6,-0.273001272,,-0.579494163,0.477121255,1.414973348,0.477121255,0.77815125,2304
Simi_Vly,SB_Vly,94.66666667,94,9,3,0.466666667,,0.183333333,2.5,19.5,4,8.5,-0.330993219,,-0.736758565,0.397940009,1.290034611,0.602059991,0.929418926,2304
Simi_Vly,SB_Vly,94.75,94,10,5,1.233333333,,0.5,2.25,14.5,2.25,7.75,0.091080469,,-0.301029996,0.352182518,1.161368002,0.352182518,0.889301703,2304
Simi_Vly,SB_Vly,94.83333333,94,11,4,0.35,,0.125,1,11,1,4.5,-0.455931956,,-0.903089987,0,1.041392685,0,0.653212514,2304
Simi_Vly,SB_Vly,94.91666667,94,12,4,1,,0.19,2,11.33333333,3,9,0,,-0.721246399,0.301029996,1.054357662,0.477121255,0.954242509,2304
Simi_Vly,SB_Vly,95,95,1,4,0.466666667,,0.2,1.666666667,8,1,6.333333333,-0.330993219,,-0.698970004,0.22184875,0.903089987,0,0.801632346,2304
Simi_Vly,SB_Vly,95.08333333,95,2,3,0.1,,0.075,1,2.666666667,1,2.666666667,-1,,-1.124938737,0,0.425968732,0,0.425968732,2304
Simi_Vly,SB_Vly,95.16666667,95,3,5,0.4,,0.146666667,1.333333333,6.666666667,1,3,-0.397940009,,-0.833668578,0.124938737,0.823908741,0,0.477121255,2304
Simi_Vly,SB_Vly,95.25,95,4,3,0.5,,0.106666667,2.5,19.5,1.5,3.5,-0.301029996,,-0.971971276,0.397940009,1.290034611,0.176091259,0.544068044,2304
Simi_Vly,SB_Vly,95.33333333,95,5,4,0.625,,0.1725,1.666666667,11.33333333,2.666666667,5.666666667,-0.204119983,,-0.763210901,0.22184875,1.054357662,0.425968732,0.753327667,2304
Simi_Vly,SB_Vly,95.41666667,95,6,3,0.5,,0.156666667,1.5,15.5,1.5,4,-0.301029996,,-0.805023397,0.176091259,1.190331698,0.176091259,0.602059991,2304
Simi_Vly,SB_Vly,95.5,95,7,4,0.6,,0.2,3,21.5,2.5,11.5,-0.22184875,,-0.698970004,0.477121255,1.33243846,0.397940009,1.06069784,2304
Simi_Vly,SB_Vly,95.58333333,95,8,3,0.4,,0.246666667,4.333333333,27,4.666666667,9,-0.397940009,,-0.607889535,0.636822098,1.431363764,0.669006781,0.954242509,2304
Simi_Vly,SB_Vly,95.66666667,95,9,2,0.6,,0.275,4.5,28,2.5,6.5,-0.22184875,,-0.560667306,0.653212514,1.447158031,0.397940009,0.812913357,2304
Simi_Vly,SB_Vly,95.75,95,10,3,0.7,,0.356666667,6.333333333,37.66666667,6.333333333,14.66666667,-0.15490196,,-0.447737477,0.801632346,1.575957189,0.801632346,1.166331422,2304
Simi_Vly,SB_Vly,95.83333333,95,11,4,1.125,,0.5375,4.5,25.5,3.5,8.5,0.051152522,,-0.269621531,0.653212514,1.40654018,0.544068044,0.929418926,2304
Simi_Vly,SB_Vly,95.91666667,95,12,5,0.233333333,,0.21,4.666666667,13.66666667,2,6.666666667,-0.632023215,,-0.677780705,0.669006781,1.135662602,0.301029996,0.823908741,2304
Simi_Vly,SB_Vly,96,96,1,2,0.4,,0.28,1,6.5,1,3,-0.397940009,,-0.552841969,0,0.812913357,0,0.477121255,2304
Simi_Vly,SB_Vly,96.08333333,96,2,3,0.4,,0.155,1.333333333,7.333333333,1.333333333,8.666666667,-0.397940009,,-0.809668302,0.124938737,0.865301426,0.124938737,0.937852093,2304
Simi_Vly,SB_Vly,96.16666667,96,3,3,0.7,,0.585,2,7,2.5,6.5,-0.15490196,,-0.232844134,0.301029996,0.84509804,0.397940009,0.812913357,2304
Simi_Vly,SB_Vly,96.25,96,4,3,,,,1.5,13.5,1.5,6.5,,,,0.176091259,1.130333768,0.176091259,0.812913357,2304
Simi_Vly,SB_Vly,96.33333333,96,5,2,,,,2,19,2,6.5,,,,0.301029996,1.278753601,0.301029996,0.812913357,2304
Simi_Vly,SB_Vly,96.41666667,96,6,3,,,,2,16.66666667,2,5.333333333,,,,0.301029996,1.22184875,0.301029996,0.726998728,2304
Stockton,Valley,85,85,1,4,2.5,0.25,0.625,,,,,0.397940009,-0.602059991,-0.204119983,,,,,5120
Stockton,Valley,85.08333333,85,2,4,3.5,0.25,0.625,,,,,0.544068044,-0.602059991,-0.204119983,,,,,5120
